#Edges:
2684	4	11632
2685	4	11632
2686	4	11632
9169	4	11632
9170	4	11632
2655	4	1624
5005	4	4250
1213	4	4235
8673	4	4235
12747	4	3110
10626	4	2574
11234	4	2574
1082	4	12839
1083	4	12839
1084	4	12839
6799	4	11156
9358	4	11156
9776	4	11156
9923	4	11156
10865	4	11156
11262	4	11156
6953	4	13432
6954	4	13432
6955	4	13432
11908	4	13432
3101	4	5984
3101	4	7220
9997	4	5984
9997	4	7220
14760	4	528
14760	4	529
14760	4	530
14760	4	531
1125	4	2632
12608	4	3937
13285	4	3937
2808	4	6346
2808	4	7174
6672	4	3930
6672	4	8618
8439	4	3930
8439	4	8618
4919	4	4919
2513	4	1908
2513	4	8064
2513	4	8520
2513	4	8867
8148	4	1908
8148	4	8064
8148	4	8520
8148	4	8867
3825	4	9606
549	4	651
3585	4	2966
3585	4	2967
3585	4	10846
9091	4	2966
9091	4	2967
9091	4	10846
5794	4	6505
5794	4	6506
5794	4	6507
5794	4	12360
5794	4	12362
7105	4	6505
7105	4	6506
7105	4	6507
7105	4	12360
7105	4	12362
1004	4	11108
1004	4	11197
4760	4	11108
4760	4	11197
12142	4	11108
12142	4	11197
34	4	746
34	4	747
34	4	15244
153	4	746
153	4	747
153	4	15244
6848	4	746
6848	4	747
6848	4	15244
8669	4	746
8669	4	747
8669	4	15244
12311	4	746
12311	4	747
12311	4	15244
14767	4	746
14767	4	747
14767	4	15244
3255	4	10165
3256	4	10165
2259	4	3491
2283	4	7460
11998	4	7460
12111	4	7460
6572	4	6536
15071	4	6536
5209	4	1889
5209	4	1890
5210	4	1889
5210	4	1890
9541	4	1889
9541	4	1890
9542	4	1889
9542	4	1890
9548	4	1889
9548	4	1890
6751	4	1709
6751	4	3588
6752	4	1709
6752	4	3588
2263	4	13005
4519	4	13005
6742	4	13005
7880	4	13005
7881	4	13005
10216	4	13005
10704	4	13005
10923	4	13005
11071	4	13005
7349	4	1653
7349	4	15243
5862	4	4260
307	4	9251
307	4	9252
11445	4	9251
11445	4	9252
4158	4	4158
4158	4	14897
14897	4	4158
14897	4	14897
77	4	7359
3585	4	4313
3585	4	9620
3585	4	9621
3585	4	10199
9091	4	4313
9091	4	9620
9091	4	9621
9091	4	10199
619	4	1785
620	4	1785
8287	4	1785
8288	4	1785
7631	4	1933
7639	4	1933
8130	4	1933
5952	4	6559
10991	4	6559
316	4	523
944	4	7667
944	4	8125
299	4	12
299	4	2168
299	4	2169
299	4	12389
300	4	12
300	4	2168
300	4	2169
300	4	12389
3643	4	6572
3643	4	15071
920	4	14839
920	4	15351
921	4	14839
921	4	15351
922	4	14839
922	4	15351
3510	4	214
3510	4	222
915	4	8592
10274	4	8592
10649	4	8592
13974	4	4361
2542	4	4637
2542	4	4638
2542	4	7628
2542	4	7629
2542	4	9682
7060	4	14619
7060	4	14620
7732	4	14619
7732	4	14620
7733	4	14619
7733	4	14620
9073	4	14619
9073	4	14620
7470	4	3597
15216	4	3597
15217	4	3597
15296	4	3597
6095	4	2042
6095	4	8184
306	4	6607
306	4	6608
306	4	7904
306	4	10774
8342	4	6607
8342	4	6608
8342	4	7904
8342	4	10774
10268	4	6607
10268	4	6608
10268	4	7904
10268	4	10774
372	4	1635
372	4	1636
10457	4	1635
10457	4	1636
11136	4	1635
11136	4	1636
5842	4	13182
7263	4	13182
8071	4	13182
1624	4	9671
1624	4	11241
1624	4	11242
2991	4	34
2991	4	153
2991	4	6848
2991	4	8669
2991	4	12311
2991	4	14767
5019	4	1996
5019	4	1997
5019	4	8277
4150	4	2841
4150	4	2842
8633	4	2841
8633	4	2842
8634	4	2841
8634	4	2842
8635	4	2841
8635	4	2842
8921	4	2841
8921	4	2842
11551	4	2841
11551	4	2842
11552	4	2841
11552	4	2842
12325	4	2841
12325	4	2842
12338	4	2841
12338	4	2842
13780	4	6337
13780	4	6340
14238	4	6337
14238	4	6340
14791	4	683
14791	4	684
14791	4	685
814	4	6312
814	4	9426
14616	4	6312
14616	4	9426
12575	4	13424
6674	4	394
6674	4	8072
6674	4	8073
6674	4	8905
5684	4	5439
1014	4	15054
10360	4	2355
10360	4	9241
9210	4	6384
9210	4	8353
9210	4	9729
10189	4	6384
10189	4	8353
10189	4	9729
5911	4	1897
8295	4	3033
3817	4	13656
10924	4	2346
6973	4	2231
9703	4	2231
3992	4	135
3992	4	8098
14688	4	5890
14688	4	10220
14689	4	5890
14689	4	10220
15375	4	5890
15375	4	10220
9389	4	3741
9389	4	8499
9392	4	3741
9392	4	8499
9393	4	3741
9393	4	8499
5043	4	5517
5043	4	6463
32	4	3598
32	4	10896
293	4	3598
293	4	10896
551	4	1239
551	4	7613
8458	4	1239
8458	4	7613
8876	4	1239
8876	4	7613
11849	4	1239
11849	4	7613
3541	4	3292
13320	4	3383
879	4	10747
879	4	13080
8917	4	10747
8917	4	13080
12836	4	3037
12836	4	3038
1012	4	12839
2756	4	12839
9040	4	12839
11167	4	12839
527	4	3877
527	4	6386
4221	4	2208
4221	4	2209
4221	4	2210
711	4	711
7059	4	4667
7059	4	4668
7059	4	4912
7059	4	6609
7059	4	6687
7059	4	6995
7059	4	9050
7059	4	9129
7059	4	10940
7059	4	12031
4667	4	2935
4667	4	2936
4668	4	2935
4668	4	2936
4912	4	2935
4912	4	2936
6609	4	2935
6609	4	2936
6995	4	2935
6995	4	2936
9129	4	2935
9129	4	2936
12031	4	2935
12031	4	2936
2804	4	4796
2804	4	5933
2804	4	12411
4709	4	4796
4709	4	5933
4709	4	12411
877	4	13686
10633	4	3387
14335	4	1540
4987	4	4890
8087	4	4890
9134	4	4890
12074	4	4890
3186	4	3959
3186	4	8289
3186	4	8469
3186	4	8524
3186	4	8525
3186	4	12316
3186	4	13441
5224	4	5794
5224	4	7105
1355	4	5115
1355	4	5116
1355	4	5117
1355	4	9412
1355	4	9413
1355	4	12571
6968	4	6672
6968	4	8439
9159	4	2208
9159	4	2209
9159	4	2210
9436	4	2208
9436	4	2209
9436	4	2210
9878	4	2208
9878	4	2209
9878	4	2210
10847	4	2208
10847	4	2209
10847	4	2210
12029	4	2208
12029	4	2209
12029	4	2210
1182	4	2862
1182	4	2863
1182	4	8145
2152	4	6195
2152	4	6877
2152	4	6878
2152	4	6879
2152	4	6880
2152	4	12100
2152	4	12102
13274	4	11726
13274	4	11919
3368	4	9353
3368	4	10869
11651	4	3134
11651	4	3135
12862	4	3134
12862	4	3135
15038	4	3134
15038	4	3135
2390	4	4136
2390	4	6226
2390	4	6227
2390	4	6229
2390	4	6230
2390	4	10093
2391	4	4136
2391	4	6226
2391	4	6227
2391	4	6229
2391	4	6230
2391	4	10093
2392	4	4136
2392	4	6226
2392	4	6227
2392	4	6229
2392	4	6230
2392	4	10093
4277	4	1055
4277	4	11491
4277	4	15048
4278	4	1055
4278	4	11491
4278	4	15048
4279	4	1055
4279	4	11491
4279	4	15048
13027	4	1055
13027	4	11491
13027	4	15048
8538	4	5569
8915	4	5569
3612	4	13745
9794	4	13745
4441	4	177
3659	4	3344
3659	4	3346
3659	4	11738
3659	4	11739
3660	4	3344
3660	4	3346
3660	4	11738
3660	4	11739
3661	4	3344
3661	4	3346
3661	4	11738
3661	4	11739
3662	4	3344
3662	4	3346
3662	4	11738
3662	4	11739
8881	4	3344
8881	4	3346
8881	4	11738
8881	4	11739
11416	4	3344
11416	4	3346
11416	4	11738
11416	4	11739
11902	4	3344
11902	4	3346
11902	4	11738
11902	4	11739
3905	4	14018
8108	4	14018
4706	4	877
5410	4	877
5476	4	877
6102	4	877
6113	4	877
6136	4	877
6197	4	877
6198	4	877
6473	4	877
10943	4	877
10983	4	877
11015	4	877
11065	4	877
6567	4	5270
7987	4	5270
14877	4	5270
12715	4	4722
12715	4	6837
12715	4	9342
12715	4	9343
12715	4	9344
12715	4	9345
13179	4	2208
13179	4	2209
13179	4	2210
2826	4	10079
2826	4	10080
2826	4	11839
2826	4	11840
2827	4	10079
2827	4	10080
2827	4	11839
2827	4	11840
2767	4	6663
2767	4	6664
2341	4	6616
14137	4	1980
3723	4	12889
3724	4	12889
10746	4	12889
14119	4	12889
984	4	711
629	4	9843
630	4	9843
10462	4	9843
1082	4	3106
1083	4	3106
1084	4	3106
10222	4	381
10222	4	11966
1897	4	9424
1897	4	10982
1897	4	11563
1897	4	11564
1897	4	11565
256	4	4536
257	4	4536
12420	4	4536
12435	4	4536
13932	4	3500
524	4	5917
524	4	9771
524	4	9772
524	4	9773
6564	4	14250
10856	4	14250
10857	4	14250
466	4	10453
15200	4	10453
6126	4	2082
6126	4	12453
6126	4	12457
7845	4	1342
7845	4	7527
7147	4	6653
5538	4	6968
9880	4	1213
9880	4	8673
2012	4	10747
2012	4	13080
11218	4	10747
11218	4	13080
14295	4	10747
14295	4	13080
7098	4	3775
15143	4	3775
15144	4	3775
7378	4	6437
7378	4	11238
7378	4	11732
7379	4	6437
7379	4	11238
7379	4	11732
8209	4	6437
8209	4	11238
8209	4	11732
8581	4	6437
8581	4	11238
8581	4	11732
5842	4	3491
7263	4	3491
